Review #,,Token,BIO Tag (For Explicit Aspects),Aspect Tag (For Explicit Aspects),Final Tag (For Explicit Aspects),"General Aspect, Specific Aspect Category (For Explicit Aspects)",Aspect Tag (For Implicit Aspects),Final Tag (For Implicit Aspects),"General Aspect, Specific Aspect Category (For Implicit Aspects)"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,010,O,,O - ,,,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,dahil,O,,O - ,,,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,kakalagay,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,ko,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,lang,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,then,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,wala,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,man,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,lang,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,ilang,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,kalahating,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,minuto,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,uminom,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,lang,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,ako,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,wala,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,na,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,agad,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,ung,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,kulay,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,sa,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,lips,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,ko,O,,O - ,,,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,kala,B,PRO#EFF,B - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,ko,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,nag,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,sstay,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,sya,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,ng,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,matagal,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,kahit,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,nga,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,punasan,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,mo,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,pa,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,ng,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,wipes,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,pero,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,hindi,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,man,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,pla,I,PRO#EFF,I - PRO#EFF,"Product, Effectiveness",,,
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,scam,O,,O - ,,SER#TRU,SER#TRU,"Service, Trustworthiness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,lang,O,,O - ,,SER#TRU,SER#TRU,"Service, Trustworthiness"
4,010 sa effectiveness po nya 010 dahil kakalagay ko lang then wala man lang ilang kalahating minuto uminom lang ako wala na agad ung kulay sa lips ko kala ko nag sstay sya ng matagal kahit nga punasan mo pa ng wipes pero hindi man pla scam lang po,po,O,,O - ,,SER#TRU,SER#TRU,"Service, Trustworthiness"
5,maganda dn same sa picture maganda sya medyo maliit nga lang sya,maganda,O,,O - ,,,,
5,maganda dn same sa picture maganda sya medyo maliit nga lang sya,dn,O,,O - ,,,,
5,maganda dn same sa picture maganda sya medyo maliit nga lang sya,same,O,,O - ,,PRO#CORR,PRO#CORR,"Product, Correctness"
5,maganda dn same sa picture maganda sya medyo maliit nga lang sya,sa,O,,O - ,,PRO#CORR,PRO#CORR,"Product, Correctness"
5,maganda dn same sa picture maganda sya medyo maliit nga lang sya,picture,O,,O - ,,PRO#CORR,PRO#CORR,"Product, Correctness"
5,maganda dn same sa picture maganda sya medyo maliit nga lang sya,maganda,O,,O - ,,,,
5,maganda dn same sa picture maganda sya medyo maliit nga lang sya,sya,O,,O - ,,,,
5,maganda dn same sa picture maganda sya medyo maliit nga lang sya,medyo,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
5,maganda dn same sa picture maganda sya medyo maliit nga lang sya,maliit,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
5,maganda dn same sa picture maganda sya medyo maliit nga lang sya,nga,O,,O - ,,,,
5,maganda dn same sa picture maganda sya medyo maliit nga lang sya,lang,O,,O - ,,,,
5,maganda dn same sa picture maganda sya medyo maliit nga lang sya,sya,O,,O - ,,,,
6,not worth it ang bilis nya malowbat and ang tagal nya pang icharge,not,B,PRI#VOM,B - PRI#VOM,"Price, Value for Money",,,
6,not worth it ang bilis nya malowbat and ang tagal nya pang icharge,worth,I,PRI#VOM,I - PRI#VOM,"Price, Value for Money",,,
6,not worth it ang bilis nya malowbat and ang tagal nya pang icharge,it,I,PRI#VOM,I - PRI#VOM,"Price, Value for Money",,,
6,not worth it ang bilis nya malowbat and ang tagal nya pang icharge,ang,O,,O - ,,,,
6,not worth it ang bilis nya malowbat and ang tagal nya pang icharge,bilis,B,PRO#DUR,B - PRO#DUR,"Product, Durability",,,
6,not worth it ang bilis nya malowbat and ang tagal nya pang icharge,nya,I,PRO#DUR,I - PRO#DUR,"Product, Durability",,,
6,not worth it ang bilis nya malowbat and ang tagal nya pang icharge,malowbat,I,PRO#DUR,I - PRO#DUR,"Product, Durability",,,
6,not worth it ang bilis nya malowbat and ang tagal nya pang icharge,and,O,,O - ,,,,
6,not worth it ang bilis nya malowbat and ang tagal nya pang icharge,ang,O,,O - ,,,,
6,not worth it ang bilis nya malowbat and ang tagal nya pang icharge,tagal,B,PRO#FUNC,B - PRO#FUNC,"Product, Functionality",,,
6,not worth it ang bilis nya malowbat and ang tagal nya pang icharge,nya,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
6,not worth it ang bilis nya malowbat and ang tagal nya pang icharge,pang,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
6,not worth it ang bilis nya malowbat and ang tagal nya pang icharge,icharge,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
7,mahirap buksan yung payong need mo pa itulak sana na check man lang bago ipadala,mahirap,B,PRO#FUNC,B - PRO#FUNC,"Product, Functionality",,,
7,mahirap buksan yung payong need mo pa itulak sana na check man lang bago ipadala,buksan,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
